,Title,Author,Rating,Img,Img_description,Year,Words,Minutes,Description,Genres,Blurb,PDF,Epub,Read
442,Lazy Jack,Flora Annie Steel,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/donkey.jpg,a donkey. Graphite filter.,1918.0,770,4,A fable of a boy who can’t do anything right.,Childrens;Fantasy,"Once upon a time there was a boy whose name was Jack, and he lived with his mother on a common. They were very poor, and the old woman got her living by spinning, but Jack was so lazy that he would do...",https://www.libraryofshortstories.com/storiespdf/lazy-jack.pdf,https://www.libraryofshortstories.com/storiesepub/lazy-jack.epub,https://www.libraryofshortstories.com/onlinereader/lazy-jack
443,The Leather Funnel,Arthur Conan Doyle,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/saber.jpg,A saber sword. Graphite filter.,1902.0,4637,19,A man visits his mysterious friend who is an avid collector of occult literature and rare artefacts. The friend reveals that he believes sleeping next to the artefacts allows one to see its history in their dreams. ,Horror;Mystery,"“The charlatan is always the pioneer. From the astrologer came the astronomer, from the alchemist the chemist, from the mesmerist the experimental psychologist. The quack of yesterday is the professor of tomorrow.”",https://www.libraryofshortstories.com/storiespdf/the-leather-funnel.pdf,https://www.libraryofshortstories.com/storiesepub/the-leather-funnel.epub,https://www.libraryofshortstories.com/onlinereader/the-leather-funnel
444,A Legend,Aleksandr I. Kuprin,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/oldman.jpg,An old man with a long beard and long hair. Graphite filter.,1905.0,1000,4,,Literary,"The tall, thin, long-haired man, in whose face were so strangely blended the paleness of a life full of starvation and moral impurity and the stern profoundness of inspiration, began to play on his vi...",https://www.libraryofshortstories.com/storiespdf/a-legend.pdf,https://www.libraryofshortstories.com/storiesepub/a-legend.epub,https://www.libraryofshortstories.com/onlinereader/a-legend
445,The Legend of Sleepy Hollow,Washington Irving,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/lone.jpg,A horse and rider in the distance. Graphite Filter,1820.0,12204,49,A local legend tells of a headless horseman. But a man comes to the town only interest in the heart of a young woman.,Fantasy,I profess not to know how women’s hearts are wooed and won. To me they have always been matters of riddle and admiration.,https://www.libraryofshortstories.com/storiespdf/the-legend-of-sleepy-hollow.pdf,https://www.libraryofshortstories.com/storiesepub/the-legend-of-sleepy-hollow.epub,https://www.libraryofshortstories.com/onlinereader/the-legend-of-sleepy-hollow
446,Leiningen Versus the Ants,Carl Stephenson,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/ants.jpg,three ants marching down a branch. Graphite filter.,1938.0,8882,36,Leiningen refuses to surrender his plantation to an inexorable army of Brazilian ants.,Quirky,"Your obstinacy endangers not only yourself, but the lives of your four hundred workers. You don’t know these ants!",https://www.libraryofshortstories.com/storiespdf/leiningen-versus-the-ants.pdf,https://www.libraryofshortstories.com/storiesepub/leiningen-versus-the-ants.epub,https://www.libraryofshortstories.com/onlinereader/leiningen-versus-the-ants
447,The Leopard Man’s Story,Jack London,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/lion.jpg,A lion. Graphite filter. Graphite filter.,1903.0,1573,7,The lion-tamer tells a story of deadly revenge in the circus.,Quirky,"“And at last one day, sitting in a front seat, he saw what he had waited for. The lion crunched down, and there wasn’t any need to call a doctor.”",https://www.libraryofshortstories.com/storiespdf/the-leopard-mans-story.pdf,https://www.libraryofshortstories.com/storiesepub/the-leopard-mans-story.epub,https://www.libraryofshortstories.com/onlinereader/the-leopard-mans-story
448,Let’s Get Together,Isaac Asimov,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/crowd.jpg,A man with a hat standing amidst a crowd of walking people. Graphite filter.,1957.0,5736,23,"Elias Lynn, Chief of the Bureau of Robotics, learns of a plot by the enemy to send ten humanoid robots to infiltrate America, each holding one tenth of a bomb.",Sci-fi;War;Mystery, “It’s going to be up to us to figure out ways and means of telling a humanoid from a human and then finding the humanoids.”,https://www.libraryofshortstories.com/storiespdf/lets-get-together.pdf,https://www.libraryofshortstories.com/storiesepub/lets-get-together.epub,https://www.libraryofshortstories.com/onlinereader/lets-get-together
449,Life is Bitter,William Ernest Henley,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/oldman.jpg,An old man with grey beard and hair.,1888.0,102,1,A poem on the struggle of life.,Poetry,Let me sleep.,https://www.libraryofshortstories.com/storiespdf/life-is-bitter.pdf,https://www.libraryofshortstories.com/storiesepub/life-is-bitter.epub,https://www.libraryofshortstories.com/onlinereader/life-is-bitter
450,The Lion and the Mouse,Aesop,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/lion.jpg,A regal looking lion. Graphite filter..,-400.0,175,1,A small fable about good deeds and karma.,Childrens,"A Lion asleep in his lair was waked up by a Mouse running over his face. Losing his temper he seized it with his paw and was about to kill it. The Mouse, terrified, piteously entreated him to spare its life.",https://www.libraryofshortstories.com/storiespdf/the-lion-and-the-mouse.pdf,https://www.libraryofshortstories.com/storiesepub/the-lion-and-the-mouse.epub,https://www.libraryofshortstories.com/onlinereader/the-lion-and-the-mouse
451,A Little Cloud,James Joyce,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/petersburg.jpg,A 20th century city with trams and horse-drawn carriages. Graphite filter.,1914.0,4930,20,Thomas Chandler anxiously waits to meet with an old friend who left for London and found success as a journalist while Chandler himself stayed in Dublin.,Literary;Tragedy,"That was Ignatius Gallaher all out; and, damn it, you couldn’t but admire him for it.",https://www.libraryofshortstories.com/storiespdf/a-little-cloud.pdf,https://www.libraryofshortstories.com/storiesepub/a-little-cloud.epub,https://www.libraryofshortstories.com/onlinereader/a-little-cloud
452,A Little Journey,Ray Bradbury,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/rocket.jpg,A cylindrical rocket blasting through space.,1951.0,2508,11,"Despite being tricked of her life savings in the past, Mrs. Bellowes truly believes that the charming Mr. Thirkell will make do on his promise of taking her on his rocket ship to see the Lord.",Sci-fi,This is our rocket. We paid for our trip. And we’re going to take our trip!,https://www.libraryofshortstories.com/storiespdf/a-little-journey.pdf,https://www.libraryofshortstories.com/storiesepub/a-little-journey.epub,https://www.libraryofshortstories.com/onlinereader/a-little-journey
453,The Little Match Girl,Hans Christian Andersen,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/the_little_match_girl.jpg,A ragged girl holding a candle waits outside.,1845.0,1015,5,A girl wanders the street with a job to do.,Tragedy,"Oh! a match might afford her a world of comfort, if she only dared take a single one out of the bundle, draw it against the wall, and warm her fingers by it.",https://www.libraryofshortstories.com/storiespdf/the-little-match-girl.pdf,https://www.libraryofshortstories.com/storiesepub/the-little-match-girl.epub,https://www.libraryofshortstories.com/onlinereader/the-little-match-girl
454,The Little Mermaid,Hans Christian Andersen,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/the_little_mermaid.jpg,Water colour of a mermaid and a prince.,1837.0,9181,37,A little mermaid dreams of living among the people on land. But the only way to join them means asking for help from the evil sea witch.,Fantasy;Childrens;Tragedy,"When something like a black cloud passed between her and them, she knew that it was either a whale swimming over her head, or a ship full of human beings, who never imagined that a pretty little mermaid was standing beneath them, holding out her white hands towards the keel of their ship.",https://www.libraryofshortstories.com/storiespdf/the-little-mermaid.pdf,https://www.libraryofshortstories.com/storiesepub/the-little-mermaid.epub,https://www.libraryofshortstories.com/onlinereader/the-little-mermaid
455,Little Mother up the Morderberg,H. G. Wells,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/adventure.jpg,A man sitting on a precipice. Graphite filter.,1910.0,4087,17,A young man makes a bet to a group of mountaineers that he could climb their toughest mountain with his mother in tow.,Quirky,"“Wouldn’t it be rather a climb, dearest?”",https://www.libraryofshortstories.com/storiespdf/little-mother-up-the-morderberg.pdf,https://www.libraryofshortstories.com/storiesepub/little-mother-up-the-morderberg.epub,https://www.libraryofshortstories.com/onlinereader/little-mother-up-the-morderberg
456,The Little Red Christmas Tree,Aleksandr I. Kuprin,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/spruce.jpg,A spruce tree in the snow. Graphite filter.,,1770,8,"In the future of the 20th century, the Soviet revolution must refrain from eradicating all the bourgeois for fear of ending the revolution by having no one against whom to revolt.",Literary;Quirky,"Soon they were reckoned at ten, then five⁠—three⁠—two; and finally in all Soviet Russia there remained just one bourgeois. He was a childless widower, Stepan Nilitch Rybkin, a resident of Malaya Zagvozdka, near Gatchino, formerly proprietor of a grocery and poultry store.",https://www.libraryofshortstories.com/storiespdf/the-little-red-christmas-tree.pdf,https://www.libraryofshortstories.com/storiesepub/the-little-red-christmas-tree.epub,https://www.libraryofshortstories.com/onlinereader/the-little-red-christmas-tree
457,Little Red Riding-Hood,Flora Annie Steel,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/wolf.jpg,A howling wolf. Graphite filter.,1918.0,734,3,"A little girl heads into the woods to visit her grandma, but meets a big bad wolf along the way.",Childrens;Fantasy,"“All the better to eat you with, my dear!”",https://www.libraryofshortstories.com/storiespdf/little-red-riding-hood.pdf,https://www.libraryofshortstories.com/storiesepub/little-red-riding-hood.epub,https://www.libraryofshortstories.com/onlinereader/little-red-riding-hood
458,Little Snow-White,Brothers Grimm,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/mirror.jpg,A fancy silver mirror. Graphite Filter,1812.0,3101,13,"A queen, obsessed with being the most beautiful in all the land, orders her beautiful step-daughter to be killed.",Childrens;Fantasy,"“Looking-glass, Looking-glass, on the wall”",https://www.libraryofshortstories.com/storiespdf/little-snow-white.pdf,https://www.libraryofshortstories.com/storiesepub/little-snow-white.epub,https://www.libraryofshortstories.com/onlinereader/little-snow-white
459,The Loaded Dog,Henry Lawson,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/lab.jpg,A black labrador retriver holding a brick-shaped object.,1901.0,2971,12,All hell breaks loose when a dopey retriever retrieves the worst thing possible.,Quirky,“Why not blow the fish up in the big water-hole with a cartridge?”,https://www.libraryofshortstories.com/storiespdf/the-loaded-dog.pdf,https://www.libraryofshortstories.com/storiesepub/the-loaded-dog.epub,https://www.libraryofshortstories.com/onlinereader/the-loaded-dog
460,Locked Inside,Charlotte Perkins Gilman,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/knocker.jpg,A wooden door knocker. Graphite filter,,76,1,A short poem on freedom.,Poetry,She beats upon her bolted door - With faint weak hands.,https://www.libraryofshortstories.com/storiespdf/locked-inside.pdf,https://www.libraryofshortstories.com/storiesepub/locked-inside.epub,https://www.libraryofshortstories.com/onlinereader/locked-inside
